ID	Pathway Number for MaAsLin	MLDAfe	MLDIgar	MLDIgua	MLDRV	Merged_LrAfef	Merged_LrIgarf	Merged_LrNEs1f	Merged_LrNEs2f	Merged_LrRVf	Merged_LrStH1f	Merged_LrStH2f	P1	P2	P3	P4	P7	P8	PoolRosalia	SAfe	SIgar	SIgua
PWY-6317: galactose degradation I (Leloir pathway)|g__Leuconostoc.s__Leuconostoc_citreum	972	0	0	0	0	0	0	0	0	0	0	0	0	40.6594	0	21.6541	34.587	0	0	0	0	0
PWY-6317: galactose degradation I (Leloir pathway)|g__Serratia.s__Serratia_marcescens	973	0	0	0	0	0	0	0	0	0	0	0	0	0	33.4321	17.2176	0	0	0	0	0	0
PWY-6317: galactose degradation I (Leloir pathway)|unclassified	974	0	0	0	0	0	0	0	0	0	12.5126	0	0	6.82316	0	0	21.6491	0	0	0	0	0
PWY-6318: L-phenylalanine degradation IV (mammalian, via side chain)	975	0	0	0	0	0	0	0	0	0	0	0	25.1466	0	0	0	41.1825	0	0	0	0	0
PWY-6318: L-phenylalanine degradation IV (mammalian, via side chain)|g__Kluyvera.s__Kluyvera_ascorbata	976	0	0	0	0	0	0	0	0	0	0	0	5.7391	0	0	0	0	0	0	0	0	0
PWY-6318: L-phenylalanine degradation IV (mammalian, via side chain)|unclassified	977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.8727	0	0	0	0	0
PWY-6353: purine nucleotides degradation II (aerobic)	978	0	0	0	0	0	0	0	0	0	0	0	0	91.7239	0	68.0843	42.979	0	0	0	0	0
PWY-6353: purine nucleotides degradation II (aerobic)|g__Escherichia.s__Escherichia_coli	979	0	0	0	0	0	0	0	0	0	0	0	0	14.1837	0	0	0	0	0	0	0	0
PWY-6353: purine nucleotides degradation II (aerobic)|unclassified	980	0	0	0	0	0	0	0	0	0	0	0	0	15.9558	0	16.1627	29.0513	0	0	0	0	0
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)	981	0	52.8303	0	0	0	134.373	0	0	0	0	0	53.416	137.473	98.1585	91.3103	121.011	72.2917	0	0	0	0
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)|g__Enterococcus.s__Enterococcus_italicus	982	0	0	0	0	0	0	0	0	0	0	0	0	15.4987	0	0	0	0	0	0	0	0
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)|g__Leuconostoc.s__Leuconostoc_citreum	983	0	0	0	0	0	0	0	0	0	0	0	0	38.6464	35.8673	14.3896	0	0	0	0	0	0
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)|g__Paraburkholderia.s__Paraburkholderia_insulsa	984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57.0447	0	0	0	0
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)|g__Pseudomonas.s__Pseudomonas_helleri	985	0	0	0	0	0	0	0	0	0	0	0	0	18.8962	0	0	0	0	0	0	0	0
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)|g__Serratia.s__Serratia_marcescens	986	0	0	0	0	0	0	0	0	0	0	0	0	0	40.8383	23.0716	0	0	0	0	0	0
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)|unclassified	987	0	0	0	0	0	80.4989	0	0	0	0	0	0	14.4814	0	14.7402	42.8241	0	0	0	0	0
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)	988	0	55.1119	0	0	0	128.419	0	0	0	0	0	48.1542	131.888	96.8853	78.5634	118.921	63.3489	0	0	0	0
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Bifidobacterium.s__Bifidobacterium_biavatii	989	0	0	0	0	0	38.4243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Enterococcus.s__Enterococcus_italicus	990	0	0	0	0	0	0	0	0	0	0	0	0	14.643	0	0	0	0	0	0	0	0
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Leuconostoc.s__Leuconostoc_citreum	991	0	0	0	0	0	0	0	0	0	0	0	0	38.2768	34.1896	14.3362	0	0	0	0	0	0
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Pseudomonas.s__Pseudomonas_helleri	992	0	0	0	0	0	0	0	0	0	0	0	0	14.1306	0	0	0	0	0	0	0	0
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Serratia.s__Serratia_marcescens	993	0	0	0	0	0	0	0	0	0	0	0	0	0	43.1238	20.3379	0	0	0	0	0	0
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|unclassified	994	0	0	0	0	0	0	0	0	0	0	0	0	15.0031	0	14.7423	50.7181	0	0	0	0	0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	995	0	45.0821	0	0	0	123.94	0	0	0	25.9693	0	48.2492	133.235	96.0042	83.2894	113.954	63.6746	0	0	0	0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Enterococcus.s__Enterococcus_italicus	996	0	0	0	0	0	0	0	0	0	0	0	0	14.1959	0	0	0	0	0	0	0	0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Leuconostoc.s__Leuconostoc_citreum	997	0	0	0	0	0	0	0	0	0	0	0	0	42.5335	37.4297	19.1774	25.0175	0	0	0	0	0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Paraburkholderia.s__Paraburkholderia_insulsa	998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.9934	0	0	0	0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Pseudomonas.s__Pseudomonas_helleri	999	0	0	0	0	0	0	0	0	0	0	0	0	17.4334	0	0	0	0	0	0	0	0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Serratia.s__Serratia_marcescens	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	40.5919	21.7141	0	0	0	0	0	0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|unclassified	1001	0	0	0	0	0	74.9423	0	0	0	25.1042	0	0	14.4865	0	13.8993	46.5203	0	0	0	0	0
PWY-6396: superpathway of 2,3-butanediol biosynthesis	1002	35.6374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-6470: peptidoglycan biosynthesis V (&beta;-lactam resistance)"	1003	0	0	0	0	0	100.863	0	0	0	0	0	0	44.2948	0	19.9014	0	0	0	0	0	0
PWY-6471: peptidoglycan biosynthesis IV (Enterococcus faecium)	1004	0	0	0	0	0	109.065	0	0	0	0	0	0	80.005	0	38.7328	84.3629	0	0	0	0	0
PWY-6471: peptidoglycan biosynthesis IV (Enterococcus faecium)|unclassified	1005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.0738	0	0	0	0	0
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation	1006	0	0	77.9034	0	0	67.0739	0	0	0	20.0938	0	43.209	51.6808	0	24.92	27.7045	0	0	0	0	0
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation|g__Citrobacter.s__Citrobacter_europaeus	1007	0	0	0	0	0	0	0	0	0	0	0	3.65914	0	0	0	0	0	0	0	0	0
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation|g__Citrobacter.s__Citrobacter_portucalensis	1008	0	0	0	0	0	0	0	0	0	0	0	4.11824	0	0	0	0	0	0	0	0	0
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation|g__Escherichia.s__Escherichia_coli	1009	0	0	0	0	0	0	0	0	0	0	0	0	10.282	0	10.9518	0	0	0	0	0	0
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation|g__Kluyvera.s__Kluyvera_ascorbata	1010	0	0	0	0	0	0	0	0	0	0	0	10.778	0	0	0	0	0	0	0	0	0
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation|unclassified	1011	0	0	38.3189	0	0	0	0	0	0	14.4441	0	0	6.40358	0	1.39909	17.5626	0	0	0	0	0
PWY-6519: 8-amino-7-oxononanoate biosynthesis I	1012	0	0	0	0	0	0	0	0	0	0	0	0	117.995	47.8696	71.6816	58.3852	0	0	0	0	0
PWY-6519: 8-amino-7-oxononanoate biosynthesis I|g__Pseudomonas.s__Pseudomonas_helleri	1013	0	0	0	0	0	0	0	0	0	0	0	0	14.651	0	0	17.9013	0	0	0	0	0
PWY-6519: 8-amino-7-oxononanoate biosynthesis I|g__Serratia.s__Serratia_marcescens	1014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.7989	0	0	0	0	0	0
PWY-6519: 8-amino-7-oxononanoate biosynthesis I|unclassified	1015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.6642	21.6392	0	0	0	0	0
PWY-6527: stachyose degradation	1016	33.183	0	24.5267	0	0	13.0829	0	0	0	9.32099	0	48.4071	81.3754	75.1391	32.9854	87.4034	0	0	0	0	0
PWY-6527: stachyose degradation|g__Citrobacter.s__Citrobacter_europaeus	1017	0	0	0	0	0	0	0	0	0	0	0	4.34898	0	0	0	0	0	0	0	0	0
PWY-6527: stachyose degradation|g__Enterococcus.s__Enterococcus_faecalis	1018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.12596	0	0	0	0	0
PWY-6527: stachyose degradation|g__Escherichia.s__Escherichia_coli	1019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.17113	0	0	0	0	0	0
PWY-6527: stachyose degradation|g__Kluyvera.s__Kluyvera_ascorbata	1020	0	0	0	0	0	0	0	0	0	0	0	18.7388	0	0	0	0	0	0	0	0	0
PWY-6527: stachyose degradation|unclassified	1021	0	0	24.5267	0	0	10.6109	0	0	0	0	0	0	15.6411	0	0	19.5976	0	0	0	0	0
PWY-6531: mannitol cycle	1022	0	0	0	0	0	0	0	0	0	0	0	13.6187	87.1074	38.3276	23.164	0	0	0	0	0	0
PWY-6531: mannitol cycle|g__Escherichia.s__Escherichia_coli	1023	0	0	0	0	0	0	0	0	0	0	0	0	6.97605	0	10.481	0	0	0	0	0	0
PWY-6531: mannitol cycle|g__Serratia.s__Serratia_marcescens	1024	0	0	0	0	0	0	0	0	0	0	0	0	0	35.5066	13.5551	0	0	0	0	0	0
PWY-6531: mannitol cycle|unclassified	1025	0	0	0	0	0	0	0	0	0	0	0	0	2.28025	0	2.71263	0	0	0	0	0	0
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III	1026	0	0	0	0	0	0	0	0	0	0	0	115.475	0	91.332	33.0364	59.9419	63.771	0	0	0	0
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III|g__Serratia.s__Serratia_marcescens	1027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.6575	0	0	0	0	0	0
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III|unclassified	1028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.0076	0	0	0	0	0
PWY-6549: L-glutamine biosynthesis III	1029	33.5132	0	0	0	0	0	0	0	0	0	0	26.0628	0	0	0	0	0	0	0	0	0
PWY-6549: L-glutamine biosynthesis III|unclassified	1030	29.4129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6588: pyruvate fermentation to acetone	1031	0	0	0	0	0	0	0	0	0	0	0	0	9.94139	0	13.3744	29.8246	0	0	0	0	0
PWY-6588: pyruvate fermentation to acetone|g__Escherichia.s__Escherichia_coli	1032	0	0	0	0	0	0	0	0	0	0	0	0	6.83931	0	3.65279	0	0	0	0	0	0
PWY-6588: pyruvate fermentation to acetone|unclassified	1033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.64605	0	0	0	0	0	0
PWY-6595: superpathway of guanosine nucleotides degradation (plants)	1034	0	0	0	0	0	0	0	0	0	0	0	45.2	72.9785	70.8408	69.2143	33.2753	0	0	0	0	0
PWY-6595: superpathway of guanosine nucleotides degradation (plants)|g__Enterococcus.s__Enterococcus_faecalis	1035	0	0	0	0	0	0	0	0	0	0	0	0	14.1565	0	15.7741	0	0	0	0	0	0
PWY-6595: superpathway of guanosine nucleotides degradation (plants)|g__Serratia.s__Serratia_marcescens	1036	0	0	0	0	0	0	0	0	0	0	0	0	0	51.3642	28.079	0	0	0	0	0	0
PWY-6606: guanosine nucleotides degradation II	1037	0	0	0	0	0	0	0	0	0	0	0	48.221	75.103	65.123	65.382	28.7525	0	0	0	0	0
PWY-6606: guanosine nucleotides degradation II|g__Enterococcus.s__Enterococcus_faecalis	1038	0	0	0	0	0	0	0	0	0	0	0	0	12.6716	0	13.7092	0	0	0	0	0	0
PWY-6606: guanosine nucleotides degradation II|g__Serratia.s__Serratia_marcescens	1039	0	0	0	0	0	0	0	0	0	0	0	0	0	52.8624	28.3976	0	0	0	0	0	0
PWY-6606: guanosine nucleotides degradation II|unclassified	1040	0	0	0	0	0	0	0	0	0	0	0	0	18.6818	0	12.5195	0	0	0	0	0	0
PWY-6608: guanosine nucleotides degradation III	1041	0	0	0	0	0	0	0	0	0	0	0	77.7906	92.5557	70.1942	68.7132	29.2278	0	0	0	0	0
PWY-6608: guanosine nucleotides degradation III|g__Enterococcus.s__Enterococcus_faecalis	1042	0	0	0	0	0	0	0	0	0	0	0	0	9.72813	0	10.15	0	0	0	0	0	0
PWY-6608: guanosine nucleotides degradation III|g__Escherichia.s__Escherichia_coli	1043	0	0	0	0	0	0	0	0	0	0	0	0	15.0651	0	0	0	0	0	0	0	0
PWY-6608: guanosine nucleotides degradation III|g__Ewingella.s__Ewingella_americana	1044	0	0	0	0	0	0	0	0	0	0	0	28.8343	0	0	0	0	0	0	0	0	0
PWY-6608: guanosine nucleotides degradation III|g__Serratia.s__Serratia_marcescens	1045	0	0	0	0	0	0	0	0	0	0	0	0	0	68.1275	32.5475	0	0	0	0	0	0
PWY-6608: guanosine nucleotides degradation III|unclassified	1046	0	0	0	0	0	0	0	0	0	0	0	0	18.6818	0	17.7167	23.9962	0	0	0	0	0
PWY-6609: adenine and adenosine salvage III	1047	49.2625	0	0	0	0	0	0	37.6171	0	58.4446	0	83.5383	140.001	219.485	99.7791	119.115	0	0	0	0	0
PWY-6609: adenine and adenosine salvage III|g__Enterococcus.s__Enterococcus_faecalis	1048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.79195	22.2469	0	0	0	0	0
PWY-6609: adenine and adenosine salvage III|g__Enterococcus.s__Enterococcus_hirae	1049	0	0	0	0	0	0	0	0	0	0	0	21.4065	0	0	0	0	0	0	0	0	0
PWY-6609: adenine and adenosine salvage III|g__Enterococcus.s__Enterococcus_italicus	1050	0	0	0	0	0	0	0	0	0	0	0	0	34.8545	0	0	0	0	0	0	0	0
PWY-6609: adenine and adenosine salvage III|g__Escherichia.s__Escherichia_coli	1051	0	0	0	0	0	0	0	0	0	0	0	0	9.12084	0	12.3244	0	0	0	0	0	0
PWY-6609: adenine and adenosine salvage III|g__Kluyvera.s__Kluyvera_ascorbata	1052	0	0	0	0	0	0	0	0	0	0	0	22.6933	0	0	0	0	0	0	0	0	0
PWY-6609: adenine and adenosine salvage III|g__Pseudomonas.s__Pseudomonas_helleri	1053	0	0	0	0	0	0	0	0	0	0	0	0	44.4517	0	0	18.5928	0	0	0	0	0
PWY-6609: adenine and adenosine salvage III|g__Serratia.s__Serratia_marcescens	1054	0	0	0	0	0	0	0	0	0	0	0	0	0	190.465	34.2595	0	0	0	0	0	0
PWY-6609: adenine and adenosine salvage III|unclassified	1055	49.2625	0	0	0	0	0	0	37.6171	0	58.4446	0	0	11.5188	0	21.5947	65.7094	0	0	0	0	0
PWY-6612: superpathway of tetrahydrofolate biosynthesis	1056	0	0	0	0	0	0	0	0	0	0	0	46.2725	48.1379	0	68.0717	0	0	0	0	0	0
PWY-6628: superpathway of L-phenylalanine biosynthesis	1057	0	0	0	0	0	0	0	0	0	0	0	52.0875	112.157	79.0534	64.4352	75.3917	0	0	0	0	0
PWY-6628: superpathway of L-phenylalanine biosynthesis|g__Escherichia.s__Escherichia_coli	1058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.95522	0	0	0	0	0	0
PWY-6628: superpathway of L-phenylalanine biosynthesis|g__Serratia.s__Serratia_marcescens	1059	0	0	0	0	0	0	0	0	0	0	0	0	0	48.2199	0	0	0	0	0	0	0
PWY-6628: superpathway of L-phenylalanine biosynthesis|unclassified	1060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.68257	25.9575	0	0	0	0	0
PWY-6629: superpathway of L-tryptophan biosynthesis	1061	0	0	0	0	0	0	0	0	0	0	0	46.4807	52.4272	0	57.7781	83.6357	0	0	0	0	0
PWY-6629: superpathway of L-tryptophan biosynthesis|unclassified	1062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.8514	0	0	0	0	0	0
PWY-6630: superpathway of L-tyrosine biosynthesis	1063	0	0	0	0	0	0	0	0	0	0	0	59.8283	115.33	0	59.151	79.4196	0	0	0	0	0
PWY-6630: superpathway of L-tyrosine biosynthesis|unclassified	1064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.87411	0	0	0	0	0	0
PWY-6690: cinnamate and 3-hydroxycinnamate degradation to 2-oxopent-4-enoate	1065	0	0	0	0	0	0	0	0	0	0	0	0	19.0201	0	10.7732	0	0	0	0	0	0
PWY-6690: cinnamate and 3-hydroxycinnamate degradation to 2-oxopent-4-enoate|g__Escherichia.s__Escherichia_coli	1066	0	0	0	0	0	0	0	0	0	0	0	0	9.01256	0	7.76672	0	0	0	0	0	0
PWY-6700: queuosine biosynthesis	1067	54.8065	0	68.1924	0	0	105.148	0	49.3131	0	85.0556	0	75.1044	127.684	148.744	83.3526	77.2212	99.1373	0	0	0	0
PWY-6700: queuosine biosynthesis|g__Burkholderia.s__Burkholderia_vietnamiensis	1068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.8457	0	0	0	0	0
PWY-6700: queuosine biosynthesis|g__Citrobacter.s__Citrobacter_portucalensis	1069	0	0	0	0	0	0	0	0	0	0	0	3.00385	0	0	0	0	0	0	0	0	0
PWY-6700: queuosine biosynthesis|g__Enterococcus.s__Enterococcus_faecalis	1070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.80073	0	0	0	0	0	0
PWY-6700: queuosine biosynthesis|g__Enterococcus.s__Enterococcus_hirae	1071	0	0	0	0	0	0	0	0	0	0	0	18.7525	0	0	0	0	0	0	0	0	0
PWY-6700: queuosine biosynthesis|g__Enterococcus.s__Enterococcus_italicus	1072	0	0	0	0	0	0	0	0	0	0	0	0	18.955	0	0	0	0	0	0	0	0
PWY-6700: queuosine biosynthesis|g__Escherichia.s__Escherichia_coli	1073	0	0	0	0	0	0	0	0	0	0	0	0	17.8866	0	11.2577	0	0	0	0	0	0
PWY-6700: queuosine biosynthesis|g__Ewingella.s__Ewingella_americana	1074	0	0	0	0	0	0	0	0	0	0	0	24.7183	0	0	0	0	0	0	0	0	0
PWY-6700: queuosine biosynthesis|g__Lactobacillus.s__Lactobacillus_curvatus	1075	0	0	0	0	0	0	0	0	0	0	0	0	21.9952	0	9.40477	0	0	0	0	0	0
PWY-6700: queuosine biosynthesis|g__Paraburkholderia.s__Paraburkholderia_fungorum	1076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.6307	0	0	0	0
PWY-6700: queuosine biosynthesis|g__Paraburkholderia.s__Paraburkholderia_insulsa	1077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82.0024	0	0	0	0
PWY-6700: queuosine biosynthesis|g__Pseudomonas.s__Pseudomonas_helleri	1078	0	0	0	0	0	0	0	0	0	0	0	0	17.2748	0	0	9.79179	0	0	0	0	0
PWY-6700: queuosine biosynthesis|g__Serratia.s__Serratia_marcescens	1079	0	0	0	0	0	0	0	0	0	0	0	0	0	60.4245	28.1141	0	0	0	0	0	0
PWY-6700: queuosine biosynthesis|unclassified	1080	46.3231	0	59.6693	0	0	95.6701	0	49.024	0	83.3165	0	0	2.85444	0	9.50386	31.0122	0	0	0	0	0
PWY-6703: preQ0 biosynthesis	1081	0	0	0	0	0	0	0	0	0	0	0	64.7044	37.0234	40.6203	61.1107	18.6694	114.903	0	0	0	0
PWY-6703: preQ0 biosynthesis|g__Escherichia.s__Escherichia_coli	1082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.87259	0	0	0	0	0	0
PWY-6703: preQ0 biosynthesis|g__Paraburkholderia.s__Paraburkholderia_fungorum	1083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.2886	0	0	0	0
PWY-6703: preQ0 biosynthesis|g__Pseudomonas.s__Pseudomonas_helleri	1084	0	0	0	0	0	0	0	0	0	0	0	0	15.6169	0	0	15.8499	0	0	0	0	0
PWY-6703: preQ0 biosynthesis|g__Serratia.s__Serratia_marcescens	1085	0	0	0	0	0	0	0	0	0	0	0	0	0	29.2065	28.1721	0	0	0	0	0	0
PWY-6703: preQ0 biosynthesis|unclassified	1086	0	0	0	0	0	0	0	0	0	0	0	10.4774	0	0	18.1475	0	0	0	0	0	0
PWY-6708: ubiquinol-8 biosynthesis (prokaryotic)	1087	0	0	0	0	0	0	0	0	0	0	0	25.2393	23.209	60.4028	36.8117	0	0	0	0	0	0
PWY-6708: ubiquinol-8 biosynthesis (prokaryotic)|g__Citrobacter.s__Citrobacter_europaeus	1088	0	0	0	0	0	0	0	0	0	0	0	6.2212	0	0	0	0	0	0	0	0	0
PWY-6708: ubiquinol-8 biosynthesis (prokaryotic)|g__Pseudomonas.s__Pseudomonas_helleri	1089	0	0	0	0	0	0	0	0	0	0	0	0	14.5983	0	0	0	0	0	0	0	0
PWY-6708: ubiquinol-8 biosynthesis (prokaryotic)|g__Serratia.s__Serratia_marcescens	1090	0	0	0	0	0	0	0	0	0	0	0	0	0	60.4028	22.1452	0	0	0	0	0	0
PWY-6708: ubiquinol-8 biosynthesis (prokaryotic)|unclassified	1091	0	0	0	0	0	0	0	0	0	0	0	0	4.61663	0	6.72155	0	0	0	0	0	0
PWY-6731: starch degradation III	1092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.301	0	0	0	0	0	0
PWY-6731: starch degradation III|g__Escherichia.s__Escherichia_coli	1093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.6923	0	0	0	0	0	0
PWY-6731: starch degradation III|unclassified	1094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.4637	0	0	0	0	0	0
PWY-6737: starch degradation V	1095	71.4543	140.308	106.036	0	0	183.625	0	0	0	25.7859	0	44.6953	58.208	60.2005	65.038	66.7279	75.3424	0	0	0	0
PWY-6737: starch degradation V|g__Bifidobacterium.s__Bifidobacterium_biavatii	1096	0	71.817	0	0	0	130.605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6737: starch degradation V|g__Burkholderia.s__Burkholderia_vietnamiensis	1097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.85627	0	0	0	0	0
PWY-6737: starch degradation V|g__Escherichia.s__Escherichia_coli	1098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.38391	0	0	0	0	0	0
PWY-6737: starch degradation V|g__Ewingella.s__Ewingella_americana	1099	0	0	0	0	0	0	0	0	0	0	0	21.2167	0	0	0	0	0	0	0	0	0
PWY-6737: starch degradation V|g__Paraburkholderia.s__Paraburkholderia_fungorum	1100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.89889	0	0	0	0
PWY-6737: starch degradation V|g__Paraburkholderia.s__Paraburkholderia_insulsa	1101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63.0578	0	0	0	0
PWY-6737: starch degradation V|g__Serratia.s__Serratia_marcescens	1102	0	0	0	0	0	0	0	0	0	0	0	0	0	54.2729	27.4256	0	0	0	0	0	0
PWY-6737: starch degradation V|unclassified	1103	0	43.4503	59.2556	0	0	37.5305	0	0	0	0	0	0	9.6497	0	22.8406	38.1381	0	0	0	0	0
PWY-6785: hydrogen production VIII	1104	0	0	0	0	0	0	0	0	0	5.61034	0	0	0	0	0	0	0	0	0	0	0
PWY-6785: hydrogen production VIII|unclassified	1105	0	0	0	0	0	0	0	0	0	5.61034	0	0	0	0	0	0	0	0	0	0	0
PWY-6803: phosphatidylcholine acyl editing	1106	0	0	0	0	0	0	0	0	0	0	0	0	48.8794	104.091	100.514	22.7209	0	0	0	0	0
PWY-6803: phosphatidylcholine acyl editing|g__Escherichia.s__Escherichia_coli	1107	0	0	0	0	0	0	0	0	0	0	0	0	32.8976	0	0	0	0	0	0	0	0
PWY-6803: phosphatidylcholine acyl editing|g__Serratia.s__Serratia_marcescens	1108	0	0	0	0	0	0	0	0	0	0	0	0	0	93.3744	76.1459	0	0	0	0	0	0
PWY-6803: phosphatidylcholine acyl editing|unclassified	1109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.32379	19.6398	0	0	0	0	0
PWY-6823: molybdenum cofactor biosynthesis	1110	0	0	0	0	0	0	0	0	0	0	0	0	17.5599	0	15.3164	0	0	0	0	0	0
PWY-6837: fatty acid beta-oxidation V (unsaturated, odd number, di-isomerase-dependent)	1111	0	0	0	0	0	0	0	0	0	0	0	42.4741	21.5365	0	12.2115	0	0	0	0	0	0
PWY-6837: fatty acid beta-oxidation V (unsaturated, odd number, di-isomerase-dependent)|g__Citrobacter.s__Citrobacter_europaeus	1112	0	0	0	0	0	0	0	0	0	0	0	7.58516	0	0	0	0	0	0	0	0	0
PWY-6837: fatty acid beta-oxidation V (unsaturated, odd number, di-isomerase-dependent)|g__Citrobacter.s__Citrobacter_portucalensis	1113	0	0	0	0	0	0	0	0	0	0	0	6.8313	0	0	0	0	0	0	0	0	0
PWY-6837: fatty acid beta-oxidation V (unsaturated, odd number, di-isomerase-dependent)|g__Escherichia.s__Escherichia_coli	1114	0	0	0	0	0	0	0	0	0	0	0	0	7.3584	0	0	0	0	0	0	0	0
PWY-6837: fatty acid beta-oxidation V (unsaturated, odd number, di-isomerase-dependent)|g__Ewingella.s__Ewingella_americana	1115	0	0	0	0	0	0	0	0	0	0	0	16.1999	0	0	0	0	0	0	0	0	0
PWY-6837: fatty acid beta-oxidation V (unsaturated, odd number, di-isomerase-dependent)|g__Pseudomonas.s__Pseudomonas_helleri	1116	0	0	0	0	0	0	0	0	0	0	0	0	11.138	0	0	0	0	0	0	0	0
PWY-6837: fatty acid beta-oxidation V (unsaturated, odd number, di-isomerase-dependent)|unclassified	1117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.64802	0	0	0	0	0	0
PWY-6859: all-trans-farnesol biosynthesis	1118	0	0	0	0	0	0	0	0	0	0	0	22.039	39.1629	0	13.7566	42.8248	0	0	0	0	0
PWY-6859: all-trans-farnesol biosynthesis|g__Enterococcus.s__Enterococcus_faecalis	1119	0	0	0	0	0	0	0	0	0	0	0	0	18.745	0	0	11.0522	0	0	0	0	0
PWY-6876: isopropanol biosynthesis	1120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.8246	0	0	0	0	0
PWY-6891: thiazole biosynthesis II (Bacillus)	1121	0	0	0	0	0	0	0	0	0	0	0	0	21.3503	0	23.7915	39.047	0	0	0	0	0
